id,fecha,fechaEntrega,estado,nombreDomiciliario,idDomiciliario,costo
1966,12/21/2023,7/16/2023,P,Alisun,19,37200
1967,12/27/2023,4/12/2024,R,Theresina,694,23700
1968,12/26/2023,10/2/2023,R,Ediva,108,31339
1969,6/14/2023,9/12/2023,R,Henri,668,31781
1970,8/4/2023,5/10/2023,P,Kirk,21,1214
1971,4/11/2024,8/1/2023,C,Giordano,527,42513
1972,5/31/2023,12/27/2023,P,Thain,688,18825
1973,10/25/2023,8/25/2023,R,Konstanze,198,14546
1974,9/29/2023,9/29/2023,E,Robinetta,437,48713
1975,7/5/2023,4/16/2023,R,Trenton,681,27504
1976,10/8/2023,4/8/2024,R,Joice,824,16005
1977,10/17/2023,12/4/2023,R,Marnia,355,31321
1978,4/6/2024,3/1/2024,R,Eberto,403,45277
1979,6/24/2023,12/14/2023,R,Neddie,967,3359
1980,5/11/2023,11/5/2023,E,Levy,915,43402
1981,9/6/2023,3/30/2024,R,Margarita,635,6492
1982,4/11/2024,11/10/2023,C,Corissa,109,2605
1983,11/10/2023,7/15/2023,P,Hillery,433,26870
1984,5/11/2023,7/22/2023,E,Stuart,118,11831
1985,12/13/2023,7/10/2023,E,Brianna,316,35232
1986,11/2/2023,3/18/2024,R,Isaac,13,3687
1987,4/4/2024,7/26/2023,R,Gene,361,48963
1988,7/2/2023,6/6/2023,R,Juan,792,17757
1989,3/12/2024,1/24/2024,P,Alejandra,747,38836
1990,12/21/2023,10/31/2023,P,Ikey,697,22851
1991,3/4/2024,6/14/2023,R,Waylen,463,27823
1992,11/18/2023,3/30/2024,R,Rosalind,469,38042
1993,8/6/2023,7/22/2023,R,Gerrie,762,4088
1994,10/4/2023,5/19/2023,R,Berny,575,43970
1995,7/24/2023,1/23/2024,R,Marigold,876,11799
1996,6/3/2023,5/20/2023,E,Lincoln,103,7497
1997,10/20/2023,12/10/2023,R,Waldon,373,28168
1998,5/8/2023,8/14/2023,E,Klaus,750,48525
1999,2/8/2024,3/28/2024,R,Dorthea,71,24724
2000,7/18/2023,11/2/2023,R,Mira,160,38936
