id,idCliente,direccionCliente
1960,1477,"Calle: b, Numero: 7, Ciudad: c"
1961,1231,"Calle: t, Numero: 0, Ciudad: G"
1962,1904,"Calle: a, Numero: 798, Ciudad: r"
1963,1432,"Calle: l, Numero: 50, Ciudad: t"
1964,1482,"Calle: V, Numero: 8, Ciudad: z"
1965,1437,"Calle: u, Numero: 288, Ciudad: D"
1966,1395,"Calle: x, Numero: 82, Ciudad: c"
1967,1815,"Calle: D, Numero: 8, Ciudad: i"
1968,1777,"Calle: z, Numero: 524, Ciudad: F"
1969,1061,"Calle: l, Numero: 6, Ciudad: A"
1970,1304,"Calle: U, Numero: 1, Ciudad: T"
1971,1586,"Calle: a, Numero: 8, Ciudad: o"
1972,1046,"Calle: p, Numero: 95, Ciudad: j"
1973,1938,"Calle: L, Numero: 74, Ciudad: s"
1974,1376,"Calle: R, Numero: 7, Ciudad: Y"
1975,1186,"Calle: W, Numero: 04, Ciudad: z"
1976,1560,"Calle: a, Numero: 9, Ciudad: w"
1977,1973,"Calle: Z, Numero: 5, Ciudad: r"
1978,1818,"Calle: l, Numero: 60, Ciudad: j"
1979,1041,"Calle: K, Numero: 382, Ciudad: l"
1980,1676,"Calle: M, Numero: 641, Ciudad: z"
1981,1551,"Calle: i, Numero: 03, Ciudad: r"
1982,1814,"Calle: j, Numero: 987, Ciudad: k"
1983,1545,"Calle: v, Numero: 4, Ciudad: i"
1984,1954,"Calle: r, Numero: 722, Ciudad: v"
1985,1713,"Calle: V, Numero: 7, Ciudad: M"
1986,1979,"Calle: K, Numero: 6, Ciudad: h"
1987,1684,"Calle: F, Numero: 67, Ciudad: j"
1988,1699,"Calle: c, Numero: 7, Ciudad: j"
1989,1245,"Calle: W, Numero: 15, Ciudad: f"
1990,1759,"Calle: T, Numero: 805, Ciudad: K"
1991,1488,"Calle: R, Numero: 26, Ciudad: U"
1992,1267,"Calle: A, Numero: 6, Ciudad: T"
1993,1765,"Calle: S, Numero: 7, Ciudad: f"
1994,1012,"Calle: g, Numero: 9, Ciudad: P"
1995,1038,"Calle: c, Numero: 93, Ciudad: k"
1996,1627,"Calle: G, Numero: 78, Ciudad: O"
1997,1204,"Calle: z, Numero: 92, Ciudad: s"
1998,1354,"Calle: d, Numero: 837, Ciudad: o"
1999,1363,"Calle: S, Numero: 127, Ciudad: d"
2000,1028,"Calle: Q, Numero: 02, Ciudad: d"
